Text,Character,Affiliation,Episode,EpisodeName,Season
Khaleesi!,IRRI,ESSOS,9,Baelor,1
Khaleesi?,IRRI,ESSOS,6,A Golden Crown,1
" Oh, Khaleesi!",IRRI,ESSOS,6,A Golden Crown,1
(Dothraki) I rewove this part of the top. And I fixed the heel on this one.,IRRI,ESSOS,5,The Ghost of Harrenhal,2
It is known.,IRRI,ESSOS,5,The Ghost of Harrenhal,2
(Dothraki) May he ride forever through the night lands.,IRRI,ESSOS,5,The Ghost of Harrenhal,2
" She's not a princess. She's a Khaleesi. You should wear it, Khaleesi.",IRRI,ESSOS,5,The Ghost of Harrenhal,2
You are their guest. It would be rude not to.,IRRI,ESSOS,5,The Ghost of Harrenhal,2
" Yes, Khaleesi.",IRRI,ESSOS,4,"Cripples, Bastards, and Broken Things",1
" Rakharo ask if you want him dead, Khaleesi.",IRRI,ESSOS,3,Lord Snow,1
" Rakharo say you should take ear, to teach respect.",IRRI,ESSOS,3,Lord Snow,1
" Yes, Khaleesi.",IRRI,ESSOS,3,Lord Snow,1
" When was last time you bleed, Khaleesi? You change, Khaleesi. It’s a blessing from the Great Stallion.",IRRI,ESSOS,3,Lord Snow,1
The Khaleesi wants to eat something different tonight. Kill some rabbits.,IRRI,ESSOS,3,Lord Snow,1
" Find some ducks, she likes ducks.",IRRI,ESSOS,3,Lord Snow,1
Dog then. I have seen many dogs.,IRRI,ESSOS,3,Lord Snow,1
The Khaleesi have baby inside her. It is true. She does not bleed for two moons. Her belly start to swell.,IRRI,ESSOS,3,Lord Snow,1
She does not want to eat horse.,IRRI,ESSOS,3,Lord Snow,1
Your hands.,IRRI,ESSOS,2,The Kingsroad,1
" Dragon gone, Khaleesi.",IRRI,ESSOS,2,The Kingsroad,1
No dragon. Brave men kill them. It is known.,IRRI,ESSOS,2,The Kingsroad,1
Moon is no egg. Moon is goddess... wife of sun. It is known.,IRRI,ESSOS,2,The Kingsroad,1
" No! (Speaking Dothraki, to Daenerys) They killed his soul!",IRRI,ESSOS,2,The Night Lands,2
(Speaking Dothraki) They did! They butchered him like an animal. They did not burn his body. (Daenerys kneels to Irri’s level). He can never join his ancestors in the night lands.,IRRI,ESSOS,2,The Night Lands,2
You beast. You beast. You killed my wife and now you’ve taken your father’s life.,IZEMBARO,ESSOS,6,Blood of My Blood,6
Curse the day I named you.,IZEMBARO,ESSOS,6,Blood of My Blood,6
I give you Bobono.,IZEMBARO,ESSOS,6,Blood of My Blood,6
I give you Camello.,IZEMBARO,ESSOS,6,Blood of My Blood,6
No laugh for Ned’s death. These people are worse than animals.,IZEMBARO,ESSOS,6,Blood of My Blood,6
But they loved her. They all love her.,IZEMBARO,ESSOS,6,Blood of My Blood,6
With what you’re given?,IZEMBARO,ESSOS,6,Blood of My Blood,6
" Oh, we’re all thinkers now, are we?",IZEMBARO,ESSOS,6,Blood of My Blood,6
Full to the tits with ideas.,IZEMBARO,ESSOS,6,Blood of My Blood,6
" You have ideas, I have ideas, he has ideas. Why should my ideas have any more value than yours simply because I’ve been doing this my whole life? Who is anyone to judge my work? This is my profession. I know what I’m doing.",IZEMBARO,ESSOS,6,Blood of My Blood,6
You have no right to an opinion.,IZEMBARO,ESSOS,6,Blood of My Blood,6
Ahh!,IZEMBARO,ESSOS,5,The Door,6
" Oh, murdered by a boar. The great big hairy whore. He dug in his tusks and dug out my guts and soon I am no more.",IZEMBARO,ESSOS,5,The Door,6
" Shut up, you swine! Cersei, more wine.",IZEMBARO,ESSOS,5,The Door,6
Ned stark will do fine. Now bring me more wine.,IZEMBARO,ESSOS,5,The Door,6
" I die! I die! And here I now must lie. Oh, woe. Oh, no. Oh, I am about to go.",IZEMBARO,ESSOS,5,The Door,6
There are no small parts. You rang very false.,IZEMBARO,ESSOS,5,The Door,6
No worse child ever stained this land.,IZEMBARO,ESSOS,6,Blood of My Blood,6
" Thank you. Ladies and gentlemen, I give you Bianca, Clarenzo.",IZEMBARO,ESSOS,6,Blood of My Blood,6
" And last but not least, sweet Lady Crane.",IZEMBARO,ESSOS,6,Blood of My Blood,6
That crowd was shit.,IZEMBARO,ESSOS,6,Blood of My Blood,6
" You can do better, Bianca, dear. You must do.",IZEMBARO,ESSOS,5,The Door,6
Lady Stark!,JACKS,NORTH,7,A Man Without Honor,2
" Keep your hands off me, woman.",JACKS,NORTH,7,A Man Without Honor,2
Forgive me. Lady Stark.,JACKS,NORTH,7,A Man Without Honor,2
They caught the Kingslayer.,JACKS,NORTH,7,A Man Without Honor,2
" You're a virgin, I take it?",JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
" Childhood must have been awful for you. Were you a foot taller than all the boys? They laughed at you, called you names? Some boys like a challenge. One or two must have tried to get inside Big Brienne.",JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
" Ah. But you fought them off. But maybe you wished one of them could overpower you, fling you down, tear off your clothes. But none of them were strong enough. I'm strong enough.",JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Of course you are. You'd love to know what it feels like to be a woman.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
" Ah. ""They lay with lions."" Tavern girls, I'd say. Probably served my father's soldiers. Maybe one of them gave up a kiss and a feel. That's how they earned this. The glorious work of the Northern freedom fighters. Must make you proud to serve the Starks.",JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Tell yourself that tonight when they swing in your dreams.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
What are you doing?,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
We shouldn't stay here. We should get back on the river.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Untie me. Now!,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Apparently eating is now a crime. Who knew?,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
But it's not a crime to starve. That's justice for you.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
For stealing a pig?,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Have you been to Ashemark?,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Then you don't know me.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Is it near Ashemark?,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
I've never been there.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
I wish someone had told me. I wouldn't have had to steal that pig.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Those were Stark men.,JAIME LANNISTER,WESTERLANDS,10,Valar Morghulis,2
Cersei.,JAIME LANNISTER,WESTERLANDS,10,Mhysa,3
" You won. One fewer brother. Must be proud of yourself. There's really nothing you wouldn't do, is there?",JAIME LANNISTER,WESTERLANDS,10,The Children,4
Tyrion is your family.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
You don't get to choose.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Are you really mad enough to blame him for that? He didn't decide to kill her. He was an infant.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
" The things I did to get back to you, to endure all that, only to find you-",JAIME LANNISTER,WESTERLANDS,10,The Children,4
Those are words.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Told him what?,JAIME LANNISTER,WESTERLANDS,10,The Children,4
You told him?,JAIME LANNISTER,WESTERLANDS,10,The Children,4
You think he'll just accept that?,JAIME LANNISTER,WESTERLANDS,10,The Children,4
What did you say?,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Someone will walk in.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Is that any way to speak about our mother?,JAIME LANNISTER,WESTERLANDS,10,The Children,4
What do you think I’m doing? The galley’s waiting in the bay bound for the Free Cities.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Varys.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
You have more friends than you thought.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
" There’s a locked door at the top of the stairs. Knock on it twice, and then twice again. Varys will open.",JAIME LANNISTER,WESTERLANDS,10,The Children,4
" Farewell, little brother.",JAIME LANNISTER,WESTERLANDS,10,The Children,4
Quickly now.,JAIME LANNISTER,WESTERLANDS,10,The Children,4
Thank you.,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
Try not to lose it this time.,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
I know you didn’t want to leave Dorne. But I’m glad you’re coming home. Your mother’s desperate to see you. And I’m glad Trystane’s coming with us. He seems like a nice boy. You’re lucky. Arranged marriages are rarely so… so well arranged.,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
" If she sees you’re happy, I’m sure she will.",JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
" I’m not so sure about that. Listen. There’s something I’ve wanted to tell you. Something I should have told you long ago. So. Now that you’ve seen more of the world, you’ve learned how complicated things can be. People can be. The Lannisters and the Martells have hated each other for years, but you’ve fallen in love with Trystane. It was an accident, really, I mean what were the chances? You happen to fall in love with the man you were assigned to marry? (Myrcella laughs) My point is… we don’t choose whom we love. We just… It’s beyond our control. I sound like an idiot.",JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
What I’m trying to say. What I’m trying and failing to say…,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
No. I’m afraid you don’t.,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
Myrcella?,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
Myrcella?!,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
Myrcella?! Myrcella?!,JAIME LANNISTER,WESTERLANDS,10,Mother's Mercy,5
You’re welcome to her.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
Those two have their eyes on you.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
Not my type.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
" Ladies, have you met Ser Bronn of the Blackwater, hero of the Battle of Blackwater Bay.",JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
There you go.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
I’m sure he would be.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
" Have you done much fighting yourself, Lord Frey?",JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
" No, but back in your day.",JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
" Yes, you’re a great conqueror.",JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
" They don’t fear the Freys, though. They fear the Lannisters. We gave you the Riverlands to hold the Riverlands. If we have to ride north and take them back for you every time you lose them, why do we need you?",JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
Come on.,JAIME LANNISTER,WESTERLANDS,10,The Winds of Winter,6
Prince Doran. (bows),JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Princess Myrcella.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
What a lovely dress.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
You must be cold.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Prince Trystane. How’s your jaw?,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
" Looking out for the safety of my niece, the princess Myrcella.",JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
We received a threatening message. The princess’s necklace in the jaws of a viper.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Ah. Excellent. The last meal before the beheading.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
I’m afraid he does.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
I accept.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
You have my word.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
May I inquire into the fate of my man?,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
He said it was just a fleabite. The fault is mine. Bronn is merely a soldier following my orders. If anyone should be punished it’s me.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
You’re a good man.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
" Prince Doran, Ser Bronn of the Blackwater.",JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
I believe you’ve already met Prince Trystane.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Prince Trystane here is a man of mercy. He’s agreed to grant you your freedom.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
There was one condition.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Your maester kindly agreed to copy it over for me.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
She will.,JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
" Of course, she’s my niece.",JAIME LANNISTER,WESTERLANDS,9,The Dance of Dragons,5
Damn.,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
" You're much uglier in daylight. What's your name? I'm Jaime Lannister of Casterly Rock, son of Tywin.",JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
A captive knight has a right to know his captor's identity.,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
" Tarth, Tarth, Tarth. Crescent moons and starbursts. Lord Selwyn Tarth. Your father. Do you have any brothers and sisters, my lady? It's a long way to King's Landing. Might as well get to know one another.",JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
Have you known many men? I suppose not. Women? Horses? Ah.,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
" I didn't mean to give offense, my lady. Forgive me.",JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
Why do you hate me so much? Have I ever harmed you?,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
Has anyone ever told you you're as boring as you are ugly?,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
I already have. Look at you. You're ready to chop my head off. Do you think you could? Do you think you could beat me in a fair fight?,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
The answer is no. There are three men in the kingdoms who might have a chance against me. You're not one of them.,JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
" If you're so confident, unlock my chains. Let's see what happens.",JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
" I took you for a fighter, a man Pardon. Woman of honor. Was I wrong? You're afraid.",JAIME LANNISTER,WESTERLANDS,8,The Prince of Winterfell,2
Soon.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
I've never seen him fight.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Oberyn believes in himself.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Beheading.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Cousins.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Of course. Wet-nurse dropped him on his head. Left him simple.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Nothing made you happier. You'd think being tormented from birth would have given you some affinity for the afflicted.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
" The joke wore thin, though.",JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
I had other interests.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Why?,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Volarik. Tried to touch me once.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
" Every day around the world, men, women, and children are murdered by the score. Who gives a dusty fuck about a bunch of beetles?",JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
He was twice your size.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
I don't know.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
Good luck today.,JAIME LANNISTER,WESTERLANDS,8,The Mountain and the Viper,4
I never thought you’d find her. I just assumed Sansa was dead.,JAIME LANNISTER,WESTERLANDS,8,No One,6
" In my experience, girls like her don’t live very long.",JAIME LANNISTER,WESTERLANDS,8,No One,6
" Well, I’m proud of you. I am. You fulfilled your oath to Catelyn Stark against all odds.",JAIME LANNISTER,WESTERLANDS,8,No One,6
" Of course my sister wants Sansa dead. The girl is still a suspect in Joffrey’s murder, so there is that complication. What the hell are you doing here?",JAIME LANNISTER,WESTERLANDS,8,No One,6
You’re welcome to have him.,JAIME LANNISTER,WESTERLANDS,8,No One,6
With what army does she plan on taking Winterfell?,JAIME LANNISTER,WESTERLANDS,8,No One,6
" They’re a bit occupied at the moment. I was sent here to reclaim Riverrun currently defended by the Tully rebels, so you can see the conundrum.",JAIME LANNISTER,WESTERLANDS,8,No One,6
Riverrun was granted to the Freys by royal decree.,JAIME LANNISTER,WESTERLANDS,8,No One,6
Exactly.,JAIME LANNISTER,WESTERLANDS,8,No One,6
We shouldn’t argue about politics.,JAIME LANNISTER,WESTERLANDS,8,No One,6
I’m a Lannister. Don’t ask me to betray my own house.,JAIME LANNISTER,WESTERLANDS,8,No One,6
What do you propose?,JAIME LANNISTER,WESTERLANDS,8,No One,6
Why would he abandon his ancestral home?,JAIME LANNISTER,WESTERLANDS,8,No One,6
Have you ever met the Blackfish?,JAIME LANNISTER,WESTERLANDS,8,No One,6
He’s even more stubborn than you are.,JAIME LANNISTER,WESTERLANDS,8,No One,6
" All right. Try to talk some sense into the old goat. He won’t listen, but his men might. Not everybody wants to die for someone else’s home.",JAIME LANNISTER,WESTERLANDS,8,No One,6
You have my word. You have until nightfall.,JAIME LANNISTER,WESTERLANDS,8,No One,6
It’s yours. It will always be yours.,JAIME LANNISTER,WESTERLANDS,8,No One,6
" Yes, Lady Brienne?",JAIME LANNISTER,WESTERLANDS,8,No One,6
Of course it does.,JAIME LANNISTER,WESTERLANDS,8,No One,6
Let’s hope it doesn’t come to that.,JAIME LANNISTER,WESTERLANDS,8,No One,6
Lord Edmure.,JAIME LANNISTER,WESTERLANDS,8,No One,6
I apologize for the way the Freys treated you. A man of your birth deserved better. You have my word you’ll be properly fed and clothes from now on.,JAIME LANNISTER,WESTERLANDS,8,No One,6
" The Blackfish is an old man. A good death is all he can hope for. But you, you have a child now, I’ve heard. A son you sired on your wedding night. You’re a potent man.",JAIME LANNISTER,WESTERLANDS,8,No One,6
" You should be with them both. I can arrange that, you realize? Comfortable rooms for you at Casterly Rock. A tutor for your boy, knights to train him to fight and to ride. And when he comes of age, he’ll have a keep of his own.",JAIME LANNISTER,WESTERLANDS,8,No One,6
" I’ll remind you that our houses are at war. I’m sorry if this conflict has inconvenienced you, but rebelling against the Crown does have consequences.",JAIME LANNISTER,WESTERLANDS,8,No One,6
Did I give you the impression that this was a negotiation? It’s not.,JAIME LANNISTER,WESTERLANDS,8,No One,6
